4.1851e+08,1718
4.1851e+08,1718
4.1851e+08,1724.1
4.1851e+08,1705.9
4.1851e+08,1718
4.1851e+08,1721
4.1851e+08,1724.1
4.1921e+08,1703.8
4.1921e+08,1724.1
4.1921e+08,1729.1
4.1921e+08,1724.1
4.1921e+08,1729.1
4.2205e+08,1697.8
4.2205e+08,1705.9
4.2205e+08,1678.6
4.2205e+08,1680.6
4.2205e+08,1685.6
4.2205e+08,1690.7
4.2266e+08,1706.9
4.2266e+08,1708.9
4.2266e+08,1698.8
4.2266e+08,1699.8
4.2266e+08,1688.7
4.2266e+08,1693.7
4.2335e+08,1714
4.2335e+08,1722.1
4.2447e+08,1711.9
4.2447e+08,1714
4.2522e+08,1682.6
4.2522e+08,1694.7
4.2557e+08,1688.7
4.2557e+08,1695.8
4.262e+08 ,1699.8
4.262e+08 ,1709.9
4.262e+08 ,1724.1
4.2626e+08,1699.8
4.2626e+08,1711.9
4.2629e+08,1691.7
4.2811e+08,1680.6
4.2811e+08,1695.8
4.2923e+08,1725.1
4.2923e+08,1730.2
4.2983e+08,1687.7
4.2983e+08,1691.7
4.2983e+08,1683.6
4.2983e+08,1688.7
4.3139e+08,1733.2
4.3139e+08,1734.2
4.3226e+08,1704.9
4.332e+08 ,1725.1
4.332e+08 ,1727.1
4.3346e+08,1745.3
4.3346e+08,1750.4
4.3415e+08,1756.5
4.3415e+08,1758.5
4.3476e+08,1722.1
4.3476e+08,1725.1
4.3606e+08,1765.6
4.3666e+08,1731.2
4.3666e+08,1739.3
4.3726e+08,1730.2
4.3726e+08,1732.2
4.3778e+08,1741.3
4.3778e+08,1744.3
4.3847e+08,1732.2
4.3908e+08,1718
4.3908e+08,1719
4.396e+08 ,1718
4.396e+08 ,1720
4.4029e+08,1742.3
4.4029e+08,1748.4
4.4072e+08,1738.3
4.4072e+08,1739.3
4.4138e+08,1718
4.4201e+08,1764.6
4.4201e+08,1769.6
4.4253e+08,1741.3
4.4253e+08,1753.4
4.4322e+08,1722.1
4.4322e+08,1728.1
4.4391e+08,1783.8
4.4391e+08,1784.8
4.4391e+08,1786.8
4.4452e+08,1826.3
4.4452e+08,1830.3
4.4495e+08,1758.5
4.4495e+08,1762.5
4.4564e+08,1762.5
4.4633e+08,1782.8
4.4633e+08,1785.8
4.4685e+08,1771.6
4.4685e+08,1774.7
4.4737e+08,1746.3
4.4737e+08,1748.4
4.4797e+08,1760.5
4.4858e+08,1748.4
4.4858e+08,1750.4
4.4944e+08,1742.3
4.4944e+08,1744.3
4.4988e+08,1733.2
4.4988e+08,1735.2
4.5053e+08,1746.3
4.5053e+08,1749.4
4.5117e+08,1734.2
4.5117e+08,1735.2
4.5161e+08,1739.3
4.5161e+08,1741.3
4.5221e+08,1731.2
4.5221e+08,1736.2
4.523e+08 ,1740.3
4.523e+08 ,1743.3
4.5239e+08,1731.2
4.5239e+08,1732.2
4.5248e+08,1733.2
4.5248e+08,1735.2
4.5265e+08,1726.1
4.5265e+08,1730.2
4.5273e+08,1738.3
4.5273e+08,1743.3
4.5282e+08,1732.2
4.5282e+08,1735.2
4.53e+08  ,1742.3
4.53e+08  ,1743.3
4.5308e+08,1727.1
4.5308e+08,1732.2
4.5309e+08,1735.2
4.5309e+08,1738.3
4.5326e+08,1735.2
4.5326e+08,1740.3
4.5333e+08,1731.2
4.5333e+08,1733.2
4.5358e+08,1722.1
4.5358e+08,1728.1
4.5377e+08,1728.1
4.5428e+08,1724.1
4.5428e+08,1731.2
4.548e+08 ,1725.1
4.548e+08 ,1729.1
4.5523e+08,1725.1
4.5523e+08,1726.1
4.5583e+08,1731.2
4.5583e+08,1735.2
4.5644e+08,1704.9
4.5644e+08,1707.9
4.5705e+08,1720
4.5705e+08,1721
4.5765e+08,1720
4.5765e+08,1724.1
4.5765e+08,1730.2
4.5826e+08,1718
4.5826e+08,1719
4.5921e+08,1705.9
4.6007e+08,1715
4.6007e+08,1716
4.6093e+08,1726.1
4.6155e+08,1714
4.6155e+08,1719
4.6214e+08,1736.2
4.6214e+08,1737.2
4.6267e+08,1737.2
4.6267e+08,1740.3
4.6309e+08,1725.1
4.6309e+08,1727.1
4.637e+08 ,1740.3
4.637e+08 ,1741.3
4.6431e+08,1781.8
4.6431e+08,1784.8
4.6551e+08,1736.9
4.6612e+08,1737.4
4.6612e+08,1739.2
4.6682e+08,1767.2
4.6682e+08,1770.4
4.6733e+08,1746.8
4.6733e+08,1749
4.6794e+08,1773.8
4.6794e+08,1775.5
4.6854e+08,1745
4.6854e+08,1747.8
4.6915e+08,1741.5
4.6915e+08,1743.4
4.6975e+08,1740.6
4.6975e+08,1743.4
4.7035e+08,1738.7
4.7035e+08,1741.1
4.7096e+08,1748.5
4.7096e+08,1751.5
4.7157e+08,1751
4.7157e+08,1752.1
4.7217e+08,1748.8
4.7217e+08,1750.8
4.7278e+08,1791.9
4.7278e+08,1792.8
4.7399e+08,1777.8
4.7399e+08,1779.3
4.7425e+08,1771.7
4.7425e+08,1777
4.7476e+08,1760.3
4.7476e+08,1763.2
4.7536e+08,1754.3
4.7536e+08,1755.1
4.7597e+08,1746.3
4.7597e+08,1746.9
4.7667e+08,1745.4
4.7667e+08,1747.3
4.7813e+08,1774.1
4.7813e+08,1774.6
4.7813e+08,1774.6
4.7813e+08,1775.3
4.7857e+08,1759.7
4.7857e+08,1759.7
4.79e+08  ,1760.8
4.79e+08  ,1760.9
4.7957e+08,1773.9
4.7957e+08,1777.2
4.803e+08 ,1747.6
4.803e+08 ,1750.3
4.8118e+08,1775.4
4.8118e+08,1778.2
4.8142e+08,1757.3
4.8142e+08,1757.8
4.8202e+08,1752.2
4.8202e+08,1753.6
4.8211e+08,1794.7
4.8211e+08,1794.9
4.8211e+08,1804.6
4.8211e+08,1805.2
4.8262e+08,1763.5
4.8262e+08,1766.3
4.8323e+08,1754.2
4.8323e+08,1755
4.8323e+08,1753.9
4.8323e+08,1756
4.8383e+08,1773.4
4.8383e+08,1773.6
4.8443e+08,1756
4.8443e+08,1759.6
4.8503e+08,1760.7
4.8592e+08,1743.9
4.8592e+08,1748
4.8624e+08,1739.2
4.8624e+08,1739.5
4.8685e+08,1730.8
4.8685e+08,1733.2
4.8745e+08,1726.1
4.8745e+08,1726.8
4.8806e+08,1737.6
4.8806e+08,1739.6
4.8867e+08,1734
4.8867e+08,1735.1
4.8971e+08,1717.5
4.8971e+08,1720.6
4.8997e+08,1711.5
4.8997e+08,1712.3
4.9058e+08,1714.6
4.9058e+08,1715
4.9109e+08,1707.8
4.9109e+08,1708
4.9213e+08,1738.3
4.9213e+08,1739.4
4.9283e+08,1715.7
4.9343e+08,1733.3
4.9343e+08,1733.4
4.9369e+08,1730.3
4.9369e+08,1730.5
4.9464e+08,1729.2
4.949e+08 ,1735.4
4.949e+08 ,1737.9
4.9533e+08,1748.6
